App,Device,Hive_Position,Record_Type,DownloadTimeStamp,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Sample,Metric,Battery,Temperature,Humidity,Scaled_Weight, Weight_Scale_Factor, Weight, WeightL, WeightLRaw, WeightR, WeightRRaw
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 3:35,10/2/22 21:35,1664768102,2867,FALSE,100,67.35,,81.14,2,40.57,29.85,,10.72,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 3:35,10/2/22 21:35,1664768115,2867,FALSE,100,67.35,,81.14,2,40.57,29.85,,10.72,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 3:40,10/2/22 21:40,1664768402,2868,FALSE,100,67.26,,81.12,2,40.56,29.84,,10.72,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 3:45,10/2/22 21:45,1664768702,2869,FALSE,100,67.15,,81.08,2,40.54,29.84,,10.7,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 3:45,10/2/22 21:45,1664768715,2869,FALSE,100,67.15,,81.08,2,40.54,29.84,,10.7,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 3:50,10/2/22 21:50,1664769002,2870,FALSE,100,67,,81.1,2,40.55,29.84,,10.71,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 3:55,10/2/22 21:55,1664769302,2871,FALSE,100,66.88,,81.1,2,40.55,29.84,,10.71,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 3:55,10/2/22 21:55,1664769316,2871,FALSE,100,66.88,,81.1,2,40.55,29.84,,10.71,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:00,10/2/22 22:00,1664769602,2872,FALSE,100,66.79,,81.12,2,40.56,29.85,,10.71,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:05,10/2/22 22:05,1664769902,2873,FALSE,100,66.65,,81.12,2,40.56,29.84,,10.72,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:05,10/2/22 22:05,1664769915,2873,FALSE,100,66.65,,81.12,2,40.56,29.84,,10.72,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:10,10/2/22 22:10,1664770202,2874,FALSE,100,66.52,,81.08,2,40.54,29.83,,10.71,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,10/3/22 4:11,10/2/22 22:11,1664770276,558,FALSE,95,87.69,53,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:15,10/2/22 22:15,1664770502,2875,FALSE,100,66.41,,81.12,2,40.56,29.84,,10.72,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,10/3/22 4:15,10/2/22 22:15,1664770515,292,FALSE,100,66.05,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:15,10/2/22 22:15,1664770515,2875,FALSE,100,66.41,,81.12,2,40.56,29.84,,10.72,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,10/3/22 4:15,10/2/22 22:15,1664770518,558,FALSE,95,87.69,53,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:20,10/2/22 22:20,1664770802,2876,FALSE,100,66.23,,81.14,2,40.57,29.85,,10.72,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:25,10/2/22 22:25,1664771102,2877,FALSE,100,66.05,,81.16,2,40.58,29.85,,10.73,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:25,10/2/22 22:25,1664771115,2877,FALSE,100,66.05,,81.16,2,40.58,29.85,,10.73,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:30,10/2/22 22:30,1664771402,2878,FALSE,100,65.96,,81.08,2,40.54,29.83,,10.71,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:35,10/2/22 22:35,1664771702,2879,FALSE,100,65.73,,81.18,2,40.59,29.84,,10.75,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:35,10/2/22 22:35,1664771715,2879,FALSE,100,65.73,,81.18,2,40.59,29.84,,10.75,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:40,10/2/22 22:40,1664772002,2880,FALSE,100,65.58,,81.22,2,40.61,29.84,,10.77,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:45,10/2/22 22:45,1664772302,2881,FALSE,100,65.42,,81.2,2,40.6,29.84,,10.76,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:45,10/2/22 22:45,1664772315,2881,FALSE,100,65.42,,81.2,2,40.6,29.84,,10.76,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:50,10/2/22 22:50,1664772602,2882,FALSE,100,65.3,,81.26,2,40.63,29.85,,10.78,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:55,10/2/22 22:55,1664772902,2883,FALSE,100,65.19,,81.3,2,40.65,29.86,,10.79,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 4:55,10/2/22 22:55,1664772916,2883,FALSE,100,65.19,,81.3,2,40.65,29.86,,10.79,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:00,10/2/22 23:00,1664773202,2884,FALSE,100,65.08,,81.26,2,40.63,29.86,,10.77,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:05,10/2/22 23:05,1664773502,2885,FALSE,100,64.97,,81.32,2,40.66,29.88,,10.78,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:05,10/2/22 23:05,1664773515,2885,FALSE,100,64.97,,81.32,2,40.66,29.88,,10.78,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:10,10/2/22 23:10,1664773802,2886,FALSE,100,64.88,,81.36,2,40.68,29.88,,10.8,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,10/3/22 5:11,10/2/22 23:11,1664773876,559,FALSE,95,87.54,51,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:15,10/2/22 23:15,1664774102,2887,FALSE,100,64.79,,81.42,2,40.71,29.9,,10.81,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,10/3/22 5:15,10/2/22 23:15,1664774115,293,FALSE,100,64.49,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:15,10/2/22 23:15,1664774116,2887,FALSE,100,64.79,,81.42,2,40.71,29.9,,10.81,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,10/3/22 5:15,10/2/22 23:15,1664774118,559,FALSE,95,87.54,51,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:20,10/2/22 23:20,1664774402,2888,FALSE,100,64.67,,81.46,2,40.73,29.91,,10.82,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:25,10/2/22 23:25,1664774702,2889,FALSE,100,64.58,,81.5,2,40.75,29.92,,10.83,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:25,10/2/22 23:25,1664774715,2889,FALSE,100,64.58,,81.5,2,40.75,29.92,,10.83,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:30,10/2/22 23:30,1664775002,2890,FALSE,100,64.45,,81.5,2,40.75,29.92,,10.83,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:35,10/2/22 23:35,1664775302,2891,FALSE,100,64.34,,81.44,2,40.72,29.91,,10.81,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:35,10/2/22 23:35,1664775315,2891,FALSE,100,64.34,,81.44,2,40.72,29.91,,10.81,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:40,10/2/22 23:40,1664775602,2892,FALSE,100,64.22,,81.48,2,40.74,29.91,,10.83,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:45,10/2/22 23:45,1664775902,2893,FALSE,100,64.13,,81.54,2,40.77,29.94,,10.83,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:45,10/2/22 23:45,1664775915,2893,FALSE,100,64.13,,81.54,2,40.77,29.94,,10.83,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:50,10/2/22 23:50,1664776202,2894,FALSE,100,64.04,,81.58,2,40.79,29.95,,10.84,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:55,10/2/22 23:55,1664776502,2895,FALSE,100,64.02,,81.58,2,40.79,29.94,,10.85,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 5:55,10/2/22 23:55,1664776515,2895,FALSE,100,64.02,,81.58,2,40.79,29.94,,10.85,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:00,10/3/22 0:00,1664776802,2896,FALSE,100,63.95,,81.58,2,40.79,29.94,,10.85,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:05,10/3/22 0:05,1664777102,2897,FALSE,100,63.84,,81.54,2,40.77,29.94,,10.83,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:05,10/3/22 0:05,1664777115,2897,FALSE,100,63.84,,81.54,2,40.77,29.94,,10.83,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:10,10/3/22 0:10,1664777402,2898,FALSE,100,63.77,,81.56,2,40.78,29.94,,10.84,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,10/3/22 6:11,10/3/22 0:11,1664777476,560,FALSE,95,87.24,50,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:15,10/3/22 0:15,1664777702,2899,FALSE,100,63.75,,81.58,2,40.79,29.95,,10.84,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,10/3/22 6:15,10/3/22 0:15,1664777715,294,FALSE,100,63.53,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:15,10/3/22 0:15,1664777715,2899,FALSE,100,63.75,,81.58,2,40.79,29.95,,10.84,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,10/3/22 6:15,10/3/22 0:15,1664777718,560,FALSE,95,87.24,50,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:20,10/3/22 0:20,1664778002,2900,FALSE,100,63.6,,81.64,2,40.82,29.95,,10.87,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:25,10/3/22 0:25,1664778302,2901,FALSE,100,63.53,,81.64,2,40.82,29.94,,10.88,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:25,10/3/22 0:25,1664778315,2901,FALSE,100,63.53,,81.64,2,40.82,29.94,,10.88,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:30,10/3/22 0:30,1664778602,2902,FALSE,100,63.46,,81.58,2,40.79,29.94,,10.85,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:35,10/3/22 0:35,1664778902,2903,FALSE,100,63.32,,81.6,2,40.8,29.93,,10.87,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:35,10/3/22 0:35,1664778915,2903,FALSE,100,63.32,,81.6,2,40.8,29.93,,10.87,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:40,10/3/22 0:40,1664779202,2904,FALSE,100,63.28,,81.64,2,40.82,29.93,,10.89,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:45,10/3/22 0:45,1664779502,2905,FALSE,100,63.19,,81.64,2,40.82,29.92,,10.9,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:45,10/3/22 0:45,1664779515,2905,FALSE,100,63.19,,81.64,2,40.82,29.92,,10.9,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:50,10/3/22 0:50,1664779802,2906,FALSE,100,63.12,,81.7,2,40.85,29.93,,10.92,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:55,10/3/22 0:55,1664780102,2907,FALSE,100,63.05,,81.68,2,40.84,29.93,,10.91,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 6:55,10/3/22 0:55,1664780115,2907,FALSE,100,63.05,,81.68,2,40.84,29.93,,10.91,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:00,10/3/22 1:00,1664780402,2908,FALSE,100,62.97,,81.68,2,40.84,29.92,,10.92,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:05,10/3/22 1:05,1664780702,2909,FALSE,100,62.85,,81.66,2,40.83,29.9,,10.93,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:05,10/3/22 1:05,1664780715,2909,FALSE,100,62.85,,81.66,2,40.83,29.9,,10.93,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:10,10/3/22 1:10,1664781002,2910,FALSE,100,62.78,,81.66,2,40.83,29.9,,10.93,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,10/3/22 7:11,10/3/22 1:11,1664781076,561,FALSE,95,87.06,48,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:15,10/3/22 1:15,1664781302,2911,FALSE,100,62.69,,81.7,2,40.85,29.91,,10.94,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,10/3/22 7:15,10/3/22 1:15,1664781315,295,FALSE,100,62.33,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:15,10/3/22 1:15,1664781315,2911,FALSE,100,62.69,,81.7,2,40.85,29.91,,10.94,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,10/3/22 7:15,10/3/22 1:15,1664781319,561,FALSE,95,87.06,48,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:20,10/3/22 1:20,1664781602,2912,FALSE,100,62.61,,81.72,2,40.86,29.91,,10.95,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:25,10/3/22 1:25,1664781902,2913,FALSE,100,62.56,,81.74,2,40.87,29.9,,10.97,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:25,10/3/22 1:25,1664781915,2913,FALSE,100,62.56,,81.74,2,40.87,29.9,,10.97,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:30,10/3/22 1:30,1664782202,2914,FALSE,100,62.43,,81.8,2,40.9,29.91,,10.99,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:35,10/3/22 1:35,1664782502,2915,FALSE,100,62.33,,81.64,2,40.82,29.88,,10.94,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:35,10/3/22 1:35,1664782515,2915,FALSE,100,62.33,,81.64,2,40.82,29.88,,10.94,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:40,10/3/22 1:40,1664782802,2916,FALSE,100,62.25,,81.68,2,40.84,29.89,,10.95,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:45,10/3/22 1:45,1664783102,2917,FALSE,100,62.18,,81.72,2,40.86,29.89,,10.97,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:45,10/3/22 1:45,1664783115,2917,FALSE,100,62.18,,81.72,2,40.86,29.89,,10.97,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:50,10/3/22 1:50,1664783402,2918,FALSE,100,62.11,,81.76,2,40.88,29.89,,10.99,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:55,10/3/22 1:55,1664783702,2919,FALSE,100,62.04,,81.78,2,40.89,29.88,,11.01,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 7:55,10/3/22 1:55,1664783716,2919,FALSE,100,62.04,,81.78,2,40.89,29.88,,11.01,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:00,10/3/22 2:00,1664784002,2920,FALSE,100,62,,81.88,2,40.94,29.92,,11.02,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:05,10/3/22 2:05,1664784302,2921,FALSE,100,62,,81.92,2,40.96,29.93,,11.03,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:05,10/3/22 2:05,1664784316,2921,FALSE,100,62,,81.92,2,40.96,29.93,,11.03,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:10,10/3/22 2:10,1664784602,2922,FALSE,100,62.02,,81.94,2,40.97,29.93,,11.04,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,10/3/22 8:11,10/3/22 2:11,1664784676,562,FALSE,95,86.97,47,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:15,10/3/22 2:15,1664784902,2923,FALSE,100,61.98,,81.92,2,40.96,29.92,,11.04,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,10/3/22 8:15,10/3/22 2:15,1664784915,296,FALSE,100,61.75,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:15,10/3/22 2:15,1664784915,2923,FALSE,100,61.98,,81.92,2,40.96,29.92,,11.04,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,10/3/22 8:15,10/3/22 2:15,1664784919,562,FALSE,95,86.97,47,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:20,10/3/22 2:20,1664785202,2924,FALSE,100,61.95,,81.96,2,40.98,29.92,,11.06,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:25,10/3/22 2:25,1664785502,2925,FALSE,100,61.91,,82.02,2,41.01,29.94,,11.07,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:25,10/3/22 2:25,1664785515,2925,FALSE,100,61.91,,82.02,2,41.01,29.94,,11.07,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:30,10/3/22 2:30,1664785802,2926,FALSE,100,61.79,,82,2,41,29.93,,11.07,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:35,10/3/22 2:35,1664786102,2927,FALSE,100,61.75,,81.96,2,40.98,29.93,,11.05,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:35,10/3/22 2:35,1664786115,2927,FALSE,100,61.75,,81.96,2,40.98,29.93,,11.05,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:40,10/3/22 2:40,1664786402,2928,FALSE,100,61.73,,82,2,41,29.93,,11.07,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:45,10/3/22 2:45,1664786702,2929,FALSE,100,61.7,,82.04,2,41.02,29.94,,11.08,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:45,10/3/22 2:45,1664786715,2929,FALSE,100,61.7,,82.04,2,41.02,29.94,,11.08,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:50,10/3/22 2:50,1664787002,2930,FALSE,100,61.7,,82.12,2,41.06,29.96,,11.1,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:55,10/3/22 2:55,1664787302,2931,FALSE,100,61.7,,82.14,2,41.07,29.97,,11.1,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 8:55,10/3/22 2:55,1664787315,2931,FALSE,100,61.7,,82.14,2,41.07,29.97,,11.1,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:00,10/3/22 3:00,1664787602,2932,FALSE,100,61.75,,82.2,2,41.1,29.98,,11.12,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:05,10/3/22 3:05,1664787902,2933,FALSE,100,61.77,,82.26,2,41.13,30,,11.13,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:05,10/3/22 3:05,1664787915,2933,FALSE,100,61.77,,82.26,2,41.13,30,,11.13,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:10,10/3/22 3:10,1664788202,2934,FALSE,100,61.79,,82.28,2,41.14,30.01,,11.13,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,10/3/22 9:11,10/3/22 3:11,1664788276,563,FALSE,95,86.77,47,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:15,10/3/22 3:15,1664788502,2935,FALSE,100,61.82,,82.34,2,41.17,30.03,,11.14,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,10/3/22 9:15,10/3/22 3:15,1664788515,297,FALSE,100,61.55,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:15,10/3/22 3:15,1664788515,2935,FALSE,100,61.82,,82.34,2,41.17,30.03,,11.14,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,10/3/22 9:15,10/3/22 3:15,1664788519,563,FALSE,95,86.77,48,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:20,10/3/22 3:20,1664788802,2936,FALSE,100,61.82,,82.4,2,41.2,30.05,,11.15,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:25,10/3/22 3:25,1664789102,2937,FALSE,100,61.89,,82.44,2,41.22,30.06,,11.16,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:25,10/3/22 3:25,1664789115,2937,FALSE,100,61.89,,82.44,2,41.22,30.06,,11.16,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:30,10/3/22 3:30,1664789402,2938,FALSE,100,61.95,,82.48,2,41.24,30.07,,11.17,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:35,10/3/22 3:35,1664789702,2939,FALSE,100,61.95,,82.54,2,41.27,30.09,,11.18,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:35,10/3/22 3:35,1664789715,2939,FALSE,100,61.95,,82.54,2,41.27,30.09,,11.18,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:40,10/3/22 3:40,1664790002,2940,FALSE,100,61.98,,82.58,2,41.29,30.1,,11.19,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:45,10/3/22 3:45,1664790302,2941,FALSE,100,62,,82.64,2,41.32,30.11,,11.21,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:45,10/3/22 3:45,1664790315,2941,FALSE,100,62,,82.64,2,41.32,30.11,,11.21,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:50,10/3/22 3:50,1664790602,2942,FALSE,100,62,,82.68,2,41.34,30.12,,11.22,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:55,10/3/22 3:55,1664790902,2943,FALSE,100,62.05,,82.7,2,41.35,30.12,,11.23,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 9:55,10/3/22 3:55,1664790915,2943,FALSE,100,62.05,,82.7,2,41.35,30.12,,11.23,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 10:00,10/3/22 4:00,1664791202,2944,FALSE,100,62.05,,82.76,2,41.38,30.14,,11.24,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 10:05,10/3/22 4:05,1664791502,2946,FALSE,100,62.05,,82.76,2,41.38,30.14,,11.24,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 10:05,10/3/22 4:05,1664791515,2946,FALSE,100,62.05,,82.76,2,41.38,30.14,,11.24,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 10:10,10/3/22 4:10,1664791802,2947,FALSE,100,62.07,,82.78,2,41.39,30.15,,11.24,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,10/3/22 10:11,10/3/22 4:11,1664791876,564,FALSE,95,86.5,47,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 10:15,10/3/22 4:15,1664792102,2948,FALSE,100,62.07,,82.8,2,41.4,30.15,,11.25,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,10/3/22 10:15,10/3/22 4:15,1664792115,298,FALSE,100,61.66,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 10:15,10/3/22 4:15,1664792115,2948,FALSE,100,62.07,,82.8,2,41.4,30.15,,11.25,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,10/3/22 10:15,10/3/22 4:15,1664792119,564,FALSE,95,86.5,47,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 10:20,10/3/22 4:20,1664792402,2949,FALSE,100,62.09,,82.84,2,41.42,30.16,,11.26,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 10:25,10/3/22 4:25,1664792702,2950,FALSE,100,62.07,,82.84,2,41.42,30.16,,11.26,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 10:25,10/3/22 4:25,1664792715,2950,FALSE,100,62.07,,82.84,2,41.42,30.16,,11.26,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 10:30,10/3/22 4:30,1664793002,2951,FALSE,100,62.02,,82.84,2,41.42,30.16,,11.26,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 10:35,10/3/22 4:35,1664793302,2952,FALSE,100,62.02,,82.82,2,41.41,30.16,,11.25,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 10:35,10/3/22 4:35,1664793315,2952,FALSE,100,62.02,,82.82,2,41.41,30.16,,11.25,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 10:40,10/3/22 4:40,1664793602,2953,FALSE,100,61.97,,82.8,2,41.4,30.16,,11.24,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 10:45,10/3/22 4:45,1664793902,2954,FALSE,100,61.95,,82.8,2,41.4,30.16,,11.24,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,10/3/22 10:45,10/3/22 4:45,1664793915,2954,FALSE,100,61.95,,82.8,2,41.4,30.16,,11.24,
